student_id,age,gender,education_level,previous_courses,videos_watched,assignments_completed,forum_posts,quiz_scores_avg,time_spent_hours,login_frequency,days_active,certification_goal,completed
1076,64,Male,High School,17,40,6,38,84.26403122148679,138.486178151258,37,43,1,1
1077,46,Male,Master,19,97,11,30,18.325288572775346,155.18966053511954,91,28,1,0
1078,50,Other,PhD,1,39,3,11,84.79854599282461,6.485554584737918,82,56,0,0
1079,47,Male,High School,7,63,3,32,57.79111725598561,117.18690782619066,31,47,1,1
1080,56,Other,PhD,12,88,14,11,26.622319397971562,156.33453355408437,50,35,1,1
1081,44,Male,High School,19,99,9,24,27.35531405685112,75.24800967820045,27,78,0,1
1082,53,Other,PhD,14,15,4,37,39.03803901438524,86.54831657093793,55,82,1,1
1083,46,Other,PhD,19,81,1,47,46.012721666679425,72.32497998242803,98,19,1,0
1084,55,Other,Bachelor,8,76,8,17,8.250508473688267,63.13014371329479,7,83,1,1
1085,50,Other,High School,2,58,9,18,84.1999165666328,98.22834473038415,40,51,1,1
1086,54,Female,High School,2,90,3,2,12.154106932419406,33.22013202664491,22,20,0,0
1087,44,Other,High School,1,97,10,34,48.345984302988164,88.1375362463718,53,29,1,1
1088,50,Male,High School,0,10,8,4,38.29682331909218,188.3650248544411,22,72,1,1
1089,21,Female,PhD,13,0,13,34,51.22870843119428,5.480419559442651,31,89,0,1
1090,39,Female,Bachelor,16,12,2,26,88.7482517068172,32.948683170605754,9,81,1,1
1091,19,Other,Bachelor,12,29,8,36,98.90883398561063,155.5404781292842,80,65,1,1
1092,27,Female,Master,18,68,0,45,2.027137268275836,26.411417982742336,34,38,1,0
1093,22,Other,High School,14,17,6,20,39.323943172519414,54.25617990054909,98,49,1,0
1094,27,Male,Master,13,77,3,15,81.76105309172435,90.96778480887116,62,28,1,1
1095,50,Other,PhD,1,12,6,27,32.660288026197705,188.6324515282209,66,33,0,0
1096,55,Female,Master,6,31,13,24,64.90361759185217,36.70023746071389,35,13,0,0
1097,30,Male,High School,16,70,9,32,99.22592037664604,184.6169188008633,92,88,1,1
1098,48,Other,Bachelor,17,71,14,16,64.67712888159438,143.70490254257052,48,44,1,1
1099,64,Male,Bachelor,5,49,5,42,11.119137762326892,134.22898234863442,45,86,1,1
1100,53,Male,High School,7,70,3,29,84.29319569539857,144.70850481000642,26,52,1,1
1101,62,Female,PhD,1,79,3,40,96.66574372925297,6.2493237938674895,30,77,1,1
1102,41,Male,High School,0,30,7,3,71.25084212988676,19.780052213903865,33,76,1,1
1103,32,Female,PhD,15,50,6,1,41.906809984307024,66.96830574804568,75,41,0,0
1104,46,Male,Bachelor,6,26,3,8,94.84001753454244,14.793506629735532,58,49,1,0
1105,25,Other,PhD,10,59,10,30,96.85720150491983,197.5179418990844,53,7,1,1
1106,22,Male,High School,14,32,5,24,93.51167434991574,116.08244162903551,88,36,1,1
1107,46,Other,High School,12,52,5,36,41.181900231008065,97.46873422859682,65,26,0,0
1108,64,Other,High School,1,92,0,35,78.9707673968847,157.10235697980877,29,27,1,1
1109,21,Male,PhD,13,71,12,4,65.417935903406,195.39184136239797,72,24,1,1
1110,29,Other,PhD,5,32,1,23,17.970666588558682,191.02600001695492,22,71,0,0
1111,62,Male,PhD,8,40,3,23,53.5514901677154,158.61297695773922,8,81,1,1
1112,19,Male,Bachelor,6,18,5,28,74.76910091286369,75.4348473921753,83,33,1,0
1113,44,Other,Master,17,84,5,49,89.59122759653094,13.19189831558134,54,18,1,1
1114,48,Other,Master,8,40,0,44,86.25983704065536,19.675395545816233,0,5,1,0
1115,53,Female,High School,3,84,7,30,15.46585001854821,0.23046815891749617,55,1,0,0
1116,53,Other,Bachelor,8,88,1,36,48.803324648521084,0.3805686449711798,38,71,1,1
1117,43,Female,PhD,3,41,12,18,47.8268629460785,187.2843597866924,86,3,0,0
1118,60,Other,High School,11,22,4,22,89.87370618979223,185.40339384149982,17,36,1,1
1119,44,Male,Bachelor,3,74,3,34,0.19373091368668494,133.5107599409604,41,35,0,0
1120,22,Other,High School,19,32,4,49,73.87135376269276,145.3353448440605,95,51,1,1
1121,37,Male,Bachelor,13,19,4,5,61.86415165462653,102.64169133000756,72,12,0,0
1122,28,Male,Bachelor,6,24,14,5,92.15714731765662,47.568451217666485,74,15,0,0
1123,27,Male,Master,12,89,9,36,45.6917350331738,182.87700982176182,64,4,1,1
1124,57,Female,High School,7,51,7,29,65.76722498755007,55.538293471870006,74,56,1,1
1125,55,Other,PhD,4,11,9,0,97.27470304215423,147.9342521899269,32,16,1,1
1126,23,Male,Master,11,31,6,7,74.39037629159088,49.087136944775935,29,6,0,0
1127,25,Male,Master,12,32,11,27,6.738397412976738,174.02968360983556,4,63,1,1
1128,40,Female,PhD,19,73,13,24,16.753355097267452,130.24788688509622,49,23,1,0
1129,64,Other,Bachelor,13,67,8,32,82.1451102959748,128.5390041113464,64,77,1,1
1130,43,Other,PhD,17,14,11,37,33.47955409736589,19.47344734838399,9,44,1,0
1131,63,Female,High School,19,50,10,13,70.59181105982749,83.89378063384032,59,1,0,0
1132,60,Female,PhD,3,5,12,10,69.9823733343828,104.98170150991986,76,57,0,0
1133,29,Other,Bachelor,17,90,14,1,99.37005233882049,58.807257682222016,26,76,1,1
1134,43,Female,PhD,6,68,0,29,46.987272363634084,176.19492236669313,71,27,1,1
1135,30,Other,Bachelor,14,68,5,29,73.78323605059232,167.53398830224435,27,25,1,1
1136,57,Other,Bachelor,5,81,5,3,4.875287728610234,98.724182468506,44,86,1,1
1137,35,Male,High School,15,91,1,12,46.25910206930885,68.00624052882299,51,62,1,0
1138,42,Male,PhD,19,34,10,6,18.668154481713096,160.3084544011289,65,18,1,0
1139,50,Other,PhD,7,85,7,37,84.05715517131769,39.378289508247754,61,80,1,1
1140,64,Other,High School,15,33,5,2,83.9908332016071,14.303263018726554,75,30,1,0
1141,57,Other,Bachelor,15,62,10,8,23.63644207056953,9.142097214389544,90,30,0,0
1142,60,Other,PhD,2,67,12,13,31.82851531164682,7.736652179600045,76,84,0,0
1143,29,Other,High School,16,17,9,10,70.24777844603521,97.77773129403569,59,47,1,1
1144,61,Other,Bachelor,8,25,8,36,73.8265923412267,51.06272721987204,85,22,1,0
1145,53,Female,High School,2,85,9,13,65.76316021143738,138.0750242723895,39,42,0,1
1146,21,Other,PhD,19,96,4,18,99.66946375261612,130.77831480810107,14,34,0,1
1147,22,Female,High School,6,60,6,7,86.8683211985112,108.40400142880497,94,63,1,1
1148,54,Female,Master,17,77,5,6,41.705888075252254,70.5686562855926,6,4,1,0
1149,25,Other,Bachelor,11,94,10,6,32.69767215418836,170.09124899714604,38,31,1,1
1150,59,Other,Master,18,73,14,2,59.68497479960805,141.9405506600107,50,51,1,1
1151,45,Female,Master,15,87,4,2,81.76363358335038,54.30522480633171,98,50,1,1
1152,48,Female,Bachelor,16,84,5,17,47.53434737365529,100.337732462702,6,14,1,0
1153,26,Other,Bachelor,19,47,3,44,73.76926068316395,31.25424176485265,11,8,0,0
1154,46,Other,High School,14,71,2,32,1.9160039506042392,65.75525822038144,13,69,1,0
1155,31,Female,Bachelor,0,95,12,36,92.58401082981041,199.42803657270673,33,8,0,1
1156,57,Female,Master,1,30,0,27,77.38347275154524,44.768844053439196,38,11,1,0
1157,58,Female,Master,7,33,0,35,39.41900867641329,139.6604711436277,72,29,1,0
1158,39,Male,PhD,1,86,5,15,38.40123255192921,47.683729155405665,63,55,0,0
1159,28,Female,Bachelor,18,88,13,14,10.288680774850533,187.6269078011623,96,85,0,1
1160,40,Male,Master,8,6,8,28,81.61537238825284,62.02656899807351,11,39,0,0
1161,18,Other,PhD,8,82,7,17,76.86295092571844,69.33781492934186,33,13,1,1
1162,63,Other,PhD,12,6,11,48,63.024970753561625,118.77195461323744,26,64,0,1
1163,54,Female,High School,5,46,1,45,10.145647214403454,117.62235422298694,21,49,1,0
1164,38,Other,Master,14,7,8,45,26.23413656370708,115.81527795943596,17,19,1,0
1165,43,Other,High School,18,77,7,18,45.89144732646183,114.65093368124815,45,67,1,1
1166,63,Other,Master,14,0,13,28,26.597194376422596,62.43737874404174,43,83,1,1
1167,53,Other,High School,17,76,13,5,43.39739231529036,86.88204466770834,17,52,1,1
1168,40,Male,High School,6,2,11,44,22.595754063765227,118.6866886281954,36,78,1,0
1169,18,Male,Bachelor,10,52,8,49,34.96005038060167,134.25402473342317,6,71,0,1
1170,57,Female,High School,7,91,3,46,65.22968835966276,50.62580270471897,67,20,0,0
1171,32,Female,Bachelor,5,37,8,26,89.2361080779695,140.29501234058816,79,54,1,1
1172,38,Female,PhD,7,50,1,6,38.503068123282524,184.65525002252733,85,86,1,1
1173,64,Other,Master,1,14,12,26,69.19082311607575,151.58554066875774,59,5,0,0
1174,26,Other,PhD,18,99,0,18,13.47930863825203,16.846560564544344,47,79,1,1
1175,26,Male,Master,15,66,12,16,54.08179778557615,93.82524401800421,50,62,1,1
1176,27,Male,PhD,6,63,8,40,92.17042255545135,87.05276710781489,99,17,1,0
1177,43,Female,Master,9,67,9,10,2.7935804457383417,67.30066240365271,83,53,1,0
1178,58,Male,High School,11,4,7,4,26.755736172680855,98.26402798060066,94,37,1,0
1179,52,Male,Master,16,89,6,1,13.249353368014427,87.92675467997574,51,19,1,0
1180,42,Male,Master,6,88,13,46,53.31214794964148,1.2340954334720822,96,10,1,0
1181,43,Male,PhD,7,9,12,11,67.96424640713253,47.311055618413974,76,44,1,1
1182,28,Male,PhD,6,7,7,41,5.7779192063109335,42.75642905646946,51,49,1,0
1183,55,Female,PhD,3,11,11,41,7.028442064055129,69.85190824855991,83,89,1,1
1184,19,Female,Bachelor,2,63,0,10,86.96291927489054,34.89134834486101,53,37,0,0
1185,24,Male,Bachelor,18,58,13,9,45.62331485675083,13.560288742302395,40,58,0,0
1186,35,Female,Master,14,66,8,27,46.29515996386478,39.32257100700256,41,15,1,0
1187,44,Other,Master,3,90,11,6,94.45803949581169,170.837357283893,21,20,1,1
1188,51,Male,High School,8,49,9,13,32.020961026493175,159.4078681729058,38,55,0,0
1189,44,Other,High School,12,22,10,12,89.70236470327903,88.41923948514896,22,13,0,0
1190,34,Female,Master,17,39,8,4,97.42547445762636,175.5630067957527,47,20,0,1
1191,60,Female,Bachelor,15,96,14,41,24.16941976504303,46.53312362415678,32,43,1,1
1192,61,Other,Master,0,77,11,7,51.403884921254296,116.84182823984635,40,82,1,1
1193,41,Female,High School,3,86,10,49,53.43561529002584,28.584975109282198,29,41,1,1
1194,42,Male,Bachelor,17,94,8,0,86.6168111792064,166.68013790987794,77,48,1,1
1195,24,Other,Bachelor,7,76,12,4,30.390813638182156,26.116311498370504,46,56,1,0
1196,23,Male,High School,19,75,13,10,79.80424433534148,6.372031795688637,99,68,1,1
1197,41,Other,Master,15,98,5,42,97.10073912780118,54.68884601363906,56,88,1,1
1198,50,Female,PhD,10,17,3,47,84.03366527442992,180.18701786940468,71,44,1,1
1199,46,Other,Master,19,20,12,9,90.91402834567175,25.891416385288647,56,73,1,1
1200,60,Other,Master,18,0,1,14,70.83544391429696,66.13405373910793,61,47,1,0
1201,39,Male,High School,18,37,10,38,90.39557602771737,63.28299860243853,85,50,1,1
1202,43,Female,Bachelor,17,40,3,46,16.485063535232737,160.3292548193782,56,32,1,0
1203,45,Male,High School,18,41,6,28,71.2361415041626,84.30507995600492,67,54,1,1
1204,38,Female,Master,10,8,0,24,73.18773549714761,122.31340992293667,98,39,1,0
1205,24,Male,PhD,2,22,13,47,43.91809464994206,80.87660116657509,71,85,1,1
1206,34,Other,PhD,7,77,8,5,7.973846735791213,110.29140302737379,97,58,1,1
1207,37,Male,PhD,19,10,2,10,62.244374626082724,12.488144803486346,85,61,1,0
1208,58,Female,High School,18,70,12,16,5.188080657048067,74.80588762802698,24,72,1,0
1209,37,Female,Bachelor,9,30,12,14,38.24024961565495,171.02116754799076,88,83,1,1
1210,39,Other,High School,15,87,3,15,39.36702289757517,138.21351263644834,39,19,0,0
1211,45,Female,PhD,4,25,11,1,99.89225084633328,196.365808829324,16,69,0,1
1212,57,Male,Master,19,29,4,35,29.980203372911053,157.58390747522864,79,22,1,0
1213,24,Other,Bachelor,8,33,11,18,82.04539379236886,90.30194297835482,47,35,1,1
1214,18,Female,High School,7,45,12,37,5.317168521835381,135.25609153990857,38,10,1,0
1215,49,Female,High School,10,68,2,49,52.97659853858404,155.1827351376578,14,15,1,0
1216,30,Male,Bachelor,15,4,3,20,53.66916785560121,53.93673198426823,16,2,1,0
1217,47,Male,Bachelor,6,60,4,10,62.87498531944623,12.003578123116853,34,22,1,1
1218,40,Other,Master,14,82,11,40,81.00052033899384,81.16945359970967,32,83,1,1
1219,36,Female,Bachelor,19,37,0,2,76.1923381723148,28.93463242050305,17,12,1,0
1220,49,Male,Master,16,27,13,33,76.10081283323746,55.44822395250038,29,62,0,1
1221,47,Other,PhD,5,25,8,17,43.22939343242869,189.36909909482665,86,45,1,1
1222,46,Female,PhD,14,60,9,14,72.74714824665264,169.4165186445037,36,58,1,1
1223,62,Female,High School,7,22,12,24,49.13157177491215,118.49276691353205,6,20,1,0
1224,46,Other,PhD,6,45,9,49,6.69511783450022,80.25134130647447,73,51,1,0
1225,47,Other,PhD,1,29,12,14,89.0181782611727,52.8660720415703,79,7,1,0
1226,33,Male,Master,12,66,13,29,89.01633061387604,114.29165594373333,27,24,1,1
1227,57,Female,High School,5,91,3,16,32.28787646551393,106.6320499345785,86,67,0,1
1228,36,Female,Bachelor,4,32,12,17,91.39026192809402,156.1561616763066,97,70,1,1
1229,35,Female,High School,19,2,8,30,75.79840385050815,185.60403775281145,17,53,0,1
1230,18,Other,PhD,0,68,3,49,40.08012308620231,65.78746026600379,46,34,1,1
1231,31,Male,Bachelor,17,82,13,42,33.150559842525354,41.25942215135883,22,33,1,0
1232,64,Female,High School,14,41,0,17,97.5142699386101,80.55992318914103,19,23,1,0
1233,19,Other,High School,9,61,11,34,71.2626963111311,87.50826048264082,30,58,1,1
1234,45,Female,High School,2,57,4,12,37.88099547712002,7.9740578968724884,13,68,0,0
1235,47,Male,High School,4,56,12,13,64.19838879808052,172.33930643990453,22,69,0,1
1236,55,Female,Master,12,0,8,35,57.15261990373689,199.11846773349907,1,80,1,1
1237,21,Male,High School,7,72,2,17,52.454002270396074,184.6417385423045,28,40,1,1
1238,18,Male,PhD,1,59,4,4,64.47018988118438,172.13299589738207,49,47,0,1
1239,25,Female,PhD,8,68,2,13,53.76263221803619,198.5200606919082,72,43,0,0
1240,46,Female,Master,16,58,11,24,65.47903536863807,181.56168639497724,58,61,1,1
1241,56,Male,Bachelor,17,45,2,43,90.75685622236391,137.67352414866346,32,42,1,1
1242,20,Other,Bachelor,12,33,0,38,99.32649681452719,33.351329754433536,47,62,0,0
1243,49,Male,PhD,0,96,1,11,70.92868733480134,31.270024667373562,43,67,1,1
1244,27,Female,PhD,11,24,1,39,92.78208017504326,9.755949312670541,11,55,1,0
1245,27,Female,Master,19,41,8,27,85.8410253882954,82.36617343752329,82,49,1,1
1246,36,Other,Bachelor,19,28,6,34,29.503739798127913,161.76481541800072,41,49,1,0
1247,63,Male,Bachelor,4,24,7,0,93.29079830430356,98.05918895978209,83,78,1,1
1248,51,Male,High School,7,53,1,2,7.080900005262148,73.26434114231648,94,33,1,0
1249,50,Male,High School,14,72,8,42,32.992182104354484,21.847172839749952,34,28,0,0
1250,40,Female,High School,2,66,12,49,63.99449351048,10.350661818117635,40,57,0,0
1251,45,Male,Master,5,14,2,6,52.69154458951421,79.83582868472145,84,41,0,0
1252,49,Other,PhD,12,3,9,8,54.24123928293626,19.985076036746484,54,79,1,1
1253,24,Female,Master,11,37,12,35,79.4888329801248,20.709634547596558,12,4,1,0
1254,46,Female,Bachelor,18,19,1,22,19.47036822861923,79.06968499412925,38,20,1,0
1255,25,Male,PhD,17,22,11,23,98.20755099674587,100.56869130054322,90,89,1,1
1256,18,Other,High School,0,36,0,9,43.745822729717055,37.33657739490302,88,35,1,0
1257,20,Female,Master,6,61,8,49,94.98432648055952,136.9271372520874,65,53,1,1
1258,41,Female,Master,11,7,7,47,38.31158644968327,83.73840013656218,34,39,1,0
1259,40,Male,High School,9,36,12,11,60.178666885163565,18.384507547743212,71,53,0,0
1260,25,Male,Master,11,44,14,18,45.031147132313606,127.40682491254304,32,86,1,1
1261,64,Other,High School,10,96,11,31,67.59351638519703,71.38896373902777,88,10,1,0
1262,54,Male,Bachelor,3,32,10,23,18.36247293841865,10.464295415253243,84,80,0,0
1263,20,Other,PhD,18,6,3,21,40.062853284048494,189.59631593343843,35,87,0,1
1264,50,Female,Bachelor,5,21,6,2,6.838112210743141,114.23939142113393,12,83,0,0
1265,45,Other,Bachelor,8,4,11,39,59.81014169900135,95.54407380612746,55,65,1,1
1266,64,Other,High School,19,14,13,26,96.26816985891227,171.82747897076695,45,1,0,0
1267,25,Other,Master,9,20,2,18,4.590651515738575,187.34808586274497,72,53,1,0
1268,51,Female,Bachelor,4,88,2,8,65.96300245015665,44.06437363324227,98,46,1,0
1269,52,Male,Bachelor,12,16,3,48,77.50979636376597,162.02890033500543,45,26,1,1
1270,49,Female,Bachelor,8,55,1,12,21.31084241776289,166.21598535485302,99,2,1,0
1271,41,Male,Master,1,49,13,1,27.307429336854703,10.880558935519801,43,28,1,0
1272,31,Other,Master,17,6,9,35,20.158108624003535,142.38882303565455,45,84,1,1
1273,49,Other,High School,0,49,3,28,29.741263667630747,12.593576359915403,73,27,1,0
1274,63,Other,Bachelor,11,59,9,10,11.008255919337417,118.93464927798014,68,28,1,0
1275,60,Other,PhD,9,82,2,33,37.034787128542234,133.8473554277348,30,31,1,1
1276,33,Other,Master,1,6,7,3,36.89291953143948,73.41173767019396,23,47,1,0
1277,21,Male,High School,8,39,10,3,80.72674566054089,176.1574993315316,31,7,0,0
1278,54,Male,Bachelor,1,44,1,0,80.09583156007184,160.10234139349447,66,72,1,1
1279,38,Other,PhD,13,58,10,24,79.67233633093647,185.19194272427924,15,75,0,1
1280,31,Female,Master,10,87,8,25,56.70359132189303,62.97790532619636,56,48,0,1
1281,48,Female,PhD,10,74,2,10,32.588068686633456,4.305560012362175,83,26,0,0
1282,35,Other,Master,16,54,3,22,41.09645164004338,162.2922533995104,23,55,0,0
1283,24,Male,High School,3,63,12,1,31.77435047620818,44.59547119928815,33,89,1,1
1284,27,Female,PhD,12,64,9,18,58.192790498072135,93.43120811341112,51,7,1,0
1285,24,Female,Bachelor,6,53,13,28,93.79791213136663,163.46423437280615,47,84,1,1
1286,50,Female,Bachelor,15,95,14,39,28.449678405571422,43.22703573505815,86,57,0,0
1287,40,Other,Master,0,39,9,3,45.88518176461297,62.38175255726475,52,58,1,1
1288,38,Female,Bachelor,12,52,14,15,65.511693013934,87.81599726755782,54,1,0,0
1289,36,Female,PhD,0,43,14,46,84.46949117955828,54.3649700330882,37,82,1,1
1290,36,Female,High School,10,62,2,36,25.333392064096483,92.26428460056573,1,72,1,1
1291,53,Female,Master,5,1,2,26,28.028995098039054,1.919328898905337,68,29,0,0
1292,46,Male,PhD,19,78,7,4,88.51655322559363,42.43759455026546,81,22,1,0
1293,35,Other,Master,2,20,7,14,8.025811998580302,166.5106719325951,52,40,1,0
1294,19,Other,High School,11,87,12,22,60.54476059672126,82.69639170260015,49,62,1,1
1295,18,Male,Master,4,49,12,48,86.04554160959871,127.28115354838793,28,14,1,1
1296,64,Male,Bachelor,8,80,5,2,92.17427503515333,46.45758552710848,73,2,1,0
1297,22,Other,Bachelor,11,51,3,17,1.268725423286876,129.9757328897332,54,35,1,0
1298,37,Female,Master,9,8,0,42,36.966597749418426,199.99477352925138,60,71,1,1
1299,28,Female,High School,18,98,3,25,25.726478612104664,119.05752787936099,49,67,1,1
1300,59,Other,High School,4,19,7,5,56.80325887747232,125.67171252838176,15,79,1,1
1301,19,Female,Bachelor,4,82,5,43,63.28622768136293,22.3039648923995,86,22,1,1
1302,20,Male,High School,8,17,1,16,99.97744776055288,80.67629433319692,93,18,1,0
1303,40,Female,Master,19,83,2,45,51.27624968989256,172.1449796965779,69,46,1,1
1304,29,Female,PhD,16,29,11,37,55.146687873726975,166.85439473166645,43,82,1,1
1305,37,Female,Master,9,64,6,41,41.43135078056419,104.47982207226438,99,63,1,1
1306,22,Other,Bachelor,0,23,10,47,14.767723783857567,180.6908299475545,83,36,1,1
1307,54,Male,Bachelor,15,87,10,49,30.332464028059846,28.587403641143606,15,46,0,0
1308,55,Female,Bachelor,14,46,3,26,24.698491771103182,131.63788093230505,27,37,1,0
1309,47,Other,High School,16,82,3,19,80.1219691348342,49.77671530043908,56,18,1,0
1310,26,Female,Master,19,93,14,5,54.581642155231236,129.11228102104732,25,43,1,1
1311,51,Male,PhD,12,89,14,34,29.619363021534205,17.479937821039158,85,29,1,0
1312,61,Female,Master,0,43,4,11,48.909290289350324,188.72181902098774,10,76,1,1
1313,52,Male,PhD,7,28,7,47,21.88648830954155,157.26640791809854,0,18,1,0
1314,39,Female,Master,4,76,13,2,18.512715057321792,40.192312979178155,68,15,0,0
1315,61,Male,Bachelor,5,67,13,47,85.99422372418859,127.45531371440745,42,59,0,1
1316,41,Female,PhD,19,16,6,3,94.48108544661389,151.82912810749423,45,28,0,1
1317,34,Male,Master,13,96,8,44,8.00146078269879,41.889164365872176,35,53,0,0
1318,27,Female,High School,10,4,14,3,76.48827071864204,18.66606154279542,65,15,1,0
1319,47,Female,High School,5,91,4,3,45.331153642729014,70.35595321913996,56,43,1,1
1320,63,Other,Master,10,87,0,38,38.89716413082533,27.1508682390464,5,33,0,0
1321,40,Other,Bachelor,12,80,3,20,68.94113095478211,113.14234102084586,61,2,1,1
1322,49,Male,PhD,11,49,5,43,26.625368533436568,84.822981914683,26,59,1,1
1323,34,Female,Master,1,39,5,1,2.0581226283587384,92.48486762018109,25,8,0,0
1324,34,Male,High School,2,45,8,15,21.4002847820015,108.57269546824149,98,33,1,0
1325,31,Other,PhD,3,50,9,6,18.49250767091689,196.4104291885203,12,35,1,0
1326,26,Male,High School,16,10,12,18,3.404938155356252,158.5271332802218,75,18,0,0
1327,57,Male,High School,5,11,4,42,32.13154160263213,125.89429899657014,17,21,0,0
1328,19,Other,Master,6,12,4,32,47.45185335141399,72.74112289586722,37,64,1,0
1329,62,Female,High School,14,63,5,8,73.58286970505785,5.413870627393025,5,28,1,0
1330,42,Male,PhD,10,7,10,36,32.566132549259684,23.305522143750345,91,84,1,1
1331,56,Other,Bachelor,2,64,5,16,19.454026565774342,146.17345010787673,27,45,1,0
1332,26,Female,Master,5,8,2,26,23.06197692536054,73.84078564838457,88,20,1,0
1333,39,Other,PhD,1,91,5,32,89.11770791617145,66.88748716852896,4,4,1,0
1334,60,Male,Master,13,1,7,48,20.47204064173688,177.79567171816984,58,36,1,0
1335,63,Female,High School,8,77,11,11,87.92406675165103,96.90177810275422,78,77,1,1
1336,21,Female,High School,17,12,5,44,44.70989954877954,179.91541148262195,72,52,1,1
1337,43,Other,PhD,18,1,11,10,93.44004323485264,177.32770208043993,44,39,0,1
1338,46,Other,PhD,11,67,10,12,40.80921363046986,16.03625834291089,52,71,1,1
1339,62,Other,Bachelor,12,75,4,30,17.768293380581735,189.07259568670713,1,81,1,1
1340,51,Female,PhD,11,47,2,12,54.902992921133766,15.390976721511485,48,12,1,0
1341,40,Female,PhD,11,73,0,37,58.770660284906775,192.70122304944255,72,55,1,1
1342,54,Male,Master,17,2,4,25,63.54893032732697,90.52298351987807,89,48,0,0
1343,28,Female,High School,8,67,5,30,41.14967184695272,152.17213515091527,86,86,0,1
1344,23,Male,PhD,16,5,13,21,4.8601340794495185,141.2288734379707,62,85,1,1
1345,35,Other,Bachelor,15,86,5,5,62.671992294951195,103.6989948649057,91,9,1,0
1346,38,Other,PhD,16,4,13,19,93.30301542669717,123.89096376712865,69,12,1,1
1347,59,Female,High School,7,2,5,20,95.75586285057302,189.98363629983893,57,81,0,1
1348,53,Other,PhD,10,9,2,9,59.688536786101466,185.47029813264805,3,80,1,1
1349,58,Other,Master,1,42,14,18,1.9887017954431818,130.86521005181737,29,69,0,1
1350,55,Female,High School,7,18,3,34,10.603848084881228,131.54373578690505,56,83,1,1
1351,51,Male,PhD,11,13,14,25,83.39905257694427,49.38773867836761,46,57,0,1
1352,34,Female,Master,0,20,2,6,82.97444376533421,165.72469894362476,17,28,1,1
1353,54,Male,High School,12,42,1,36,94.60156052683621,126.52066660041537,93,17,1,1
1354,42,Female,PhD,16,27,7,7,56.377442286681315,165.24975839968607,90,22,1,0
1355,55,Female,Master,13,20,6,4,86.38162944684392,131.5704820575953,94,35,1,1
1356,29,Other,Bachelor,13,35,10,43,82.48869256818773,59.864005206323,43,59,1,1
1357,40,Female,Master,15,23,7,35,58.942080620710016,37.89628054616265,51,79,1,1
1358,59,Female,Bachelor,16,53,12,27,78.36375533670537,15.393168844631088,48,19,1,1
1359,39,Male,PhD,5,37,5,49,12.571054451247143,117.19898645202538,29,50,1,0
1360,38,Other,Master,6,16,10,2,63.920275688012026,56.810271501747,51,26,1,0
1361,44,Male,Bachelor,0,21,14,38,95.3450956337194,126.10190291816285,36,60,1,1
1362,48,Male,High School,14,82,11,7,16.195749843940778,11.731288976754307,62,44,1,0
1363,23,Other,Master,19,44,14,14,74.40426818000012,75.13261300112542,11,56,0,1
1364,44,Other,PhD,17,73,13,26,32.07857973433846,52.11064307395512,16,43,1,0
1365,57,Other,High School,12,60,6,48,81.710392371783,74.06681560022261,33,23,1,0
1366,51,Female,Bachelor,1,10,0,35,69.72109337056676,10.856685951317413,27,74,1,1
1367,29,Other,Master,18,60,9,15,92.61742576066234,144.83628376668932,3,22,1,1
1368,62,Other,Master,14,37,4,25,71.19354196938953,23.33946662859465,97,47,1,0
1369,24,Other,PhD,11,65,3,44,41.03105949628616,2.8805252696306516,45,55,1,0
1370,27,Male,High School,14,32,9,43,1.089253449032579,189.2578202778667,13,11,0,0
1371,62,Male,Master,17,42,2,3,79.29168967708281,38.57527647300998,12,55,1,0
1372,34,Female,Master,13,30,1,11,40.846496665540556,165.61225968909216,57,26,1,0
1373,43,Male,High School,5,34,13,16,67.06340948348597,192.89411995142487,48,1,1,1
1374,38,Female,Master,11,36,13,40,10.506648124841877,106.82423991375238,49,62,1,1
1375,45,Male,High School,19,46,8,43,89.0968635897655,105.22363200950929,66,21,1,1
1376,63,Other,High School,5,99,7,25,43.56577974065051,73.48344899668193,20,8,0,0
1377,19,Male,High School,8,22,9,30,91.96917338086818,85.11897295507897,79,20,1,1
1378,60,Female,PhD,3,35,14,14,70.7017433794491,96.41507939066803,50,45,1,1
1379,18,Male,High School,16,39,1,33,12.146226209805322,30.418880744125843,37,81,0,0
1380,53,Other,High School,1,89,5,28,57.91966134076992,72.94734478807183,25,79,0,1
1381,43,Female,Bachelor,15,88,2,8,90.99344479417873,163.22168852188906,5,85,1,1
1382,46,Other,Bachelor,13,80,2,13,79.99705598834313,36.47962391629449,17,65,0,1
1383,38,Other,PhD,7,14,4,35,41.798040757624996,145.97064939082307,5,60,0,0
1384,28,Female,High School,13,36,6,3,95.5064397253907,130.31732005363813,40,67,1,1
1385,57,Other,Bachelor,1,3,6,37,26.85761808015268,11.459555056531823,56,56,1,0
1386,28,Other,Bachelor,15,21,10,36,37.51077033183158,4.485773687536088,49,31,1,0
1387,53,Male,Master,3,80,9,23,74.97141732867983,70.50569251566981,24,85,1,1
1388,56,Other,High School,0,21,0,16,23.290455721551606,138.43405542636822,47,87,1,1
1389,57,Other,Bachelor,19,80,10,12,51.537446995954795,66.08358547213231,23,81,1,1
1390,52,Other,PhD,13,77,6,19,72.87891901041543,133.54666012009878,29,22,1,1
1391,51,Other,Master,7,77,6,16,64.39677661423481,133.09162860559633,86,62,1,1
